timestamp,open_price,high_price,low_price,close_price,volume,volume_ccy,volume_ccy_quote
1576481700000.0,7088.3,7088.3,7075.2,7075.4,24828.0,248.28,1758308.55
1576481400000.0,7089.1,7090.1,7089.1,7089.3,13440.0,134.4,952851.92
1576481100000.0,7086.0,7093.1,7079.7,7093.1,24036.0,240.36,1703790.1
1576480800000.0,7098.7,7099.8,7087.8,7087.8,25536.0,255.36,1811643.49
1576480500000.0,7086.7,7090.2,7085.1,7090.2,14408.0,144.08,1021244.59
1576480200000.0,7090.9,7098.1,7088.6,7091.8,22724.0,227.24,1611875.8
1576479900000.0,7089.7,7091.9,7082.9,7088.1,16428.0,164.28,1164402.92
1576479600000.0,7088.7,7092.0,7085.0,7092.0,11472.0,114.72,813123.19
1576479300000.0,7079.0,7079.0,7079.0,7079.0,224.0,2.24,15856.96
1576479000000.0,7086.5,7086.7,7086.5,7086.7,3208.0,32.08,227338.92
1576478700000.0,7082.0,7082.0,7080.3,7080.3,8.0,0.08,566.49
1576478400000.0,7084.0,7084.0,7084.0,7084.0,0.0,0.0,0.0
1576478100000.0,7084.0,7084.0,7084.0,7084.0,4.0,0.04,283.36
1576477800000.0,7093.0,7093.0,7093.0,7093.0,0.0,0.0,0.0
1576477500000.0,7093.0,7093.0,7093.0,7093.0,0.0,0.0,0.0
1576477200000.0,7095.0,7096.0,7092.0,7093.0,20.0,0.2,1418.8
1576476900000.0,7090.0,7090.0,7090.0,7090.0,4.0,0.04,283.6
1576476600000.0,7080.0,7080.0,7080.0,7080.0,0.0,0.0,0.0
1576476300000.0,7080.0,7080.0,7080.0,7080.0,4.0,0.04,283.2
1576511700000.0,7082.1,7082.1,7081.0,7081.3,11940.0,119.4,845528.84
1576511400000.0,7089.2,7091.4,7081.8,7081.8,32020.0,320.2,2269542.7
1576511100000.0,7088.2,7091.3,7088.2,7091.0,10640.0,106.4,754410.22
1576510800000.0,7086.0,7096.0,7086.0,7091.2,14468.0,144.68,1026024.1
1576510500000.0,7084.4,7091.2,7084.4,7086.8,26560.0,265.6,1882480.48
1576510200000.0,7080.9,7083.6,7080.6,7080.6,10240.0,102.4,725224.81
1576509900000.0,7098.7,7098.7,7080.9,7084.7,20176.0,201.76,1430357.12
1576509600000.0,7095.2,7102.9,7095.2,7102.0,15348.0,153.48,1089788.12
1576509300000.0,7099.5,7104.1,7094.2,7097.8,20580.0,205.8,1460999.35
1576509000000.0,7116.8,7116.8,7100.8,7100.8,18808.0,188.08,1336953.63
1576508700000.0,7114.5,7117.8,7114.5,7117.7,26660.0,266.6,1897102.34
1576508400000.0,7110.7,7112.9,7110.7,7112.9,17400.0,174.0,1237397.87
1576508100000.0,7106.7,7110.3,7106.7,7110.2,18168.0,181.68,1291578.68
1576507800000.0,7109.6,7112.8,7103.9,7103.9,27256.0,272.56,1937102.93
1576507500000.0,7111.0,7114.0,7111.0,7114.0,12804.0,128.04,910616.3
1576507200000.0,7102.4,7110.9,7102.4,7109.5,28440.0,284.4,2021629.88
1576506900000.0,7106.6,7107.6,7106.6,7107.6,7872.0,78.72,559467.27
1576506600000.0,7117.1,7117.1,7108.0,7108.0,12004.0,120.04,853932.64
1576506300000.0,7122.8,7123.8,7116.8,7116.8,15928.0,159.28,1134271.76
1576506000000.0,7130.3,7130.3,7120.1,7121.2,17928.0,179.28,1277298.81
1576505700000.0,7123.8,7126.2,7123.8,7124.9,14244.0,142.44,1014860.24
1576505400000.0,7124.4,7124.5,7121.1,7124.1,13664.0,136.64,973296.47
1576505100000.0,7135.6,7135.6,7125.0,7125.7,20656.0,206.56,1472395.33
1576504800000.0,7130.7,7137.0,7129.5,7129.5,6276.0,62.76,447648.58
1576504500000.0,7122.3,7129.1,7121.9,7129.1,16780.0,167.8,1195590.03
1576504200000.0,7125.5,7125.6,7121.1,7123.6,12912.0,129.12,919859.99
1576503900000.0,7110.7,7130.0,7110.7,7122.8,61180.0,611.8,4354371.28
1576503600000.0,7110.6,7113.7,7106.9,7106.9,20176.0,201.76,1434274.11
1576503300000.0,7104.4,7114.6,7104.4,7114.6,7832.0,78.32,557177.89
1576503000000.0,7097.3,7104.2,7097.3,7103.5,20596.0,205.96,1462839.93
1576502700000.0,7091.7,7099.9,7091.7,7099.0,24988.0,249.88,1773223.34
1576502400000.0,7104.9,7104.9,7091.7,7091.7,14044.0,140.44,997192.33
1576502100000.0,7106.9,7108.9,7105.6,7107.2,20924.0,209.24,1487074.46
1576501800000.0,7109.4,7115.6,7105.5,7107.6,49352.0,493.52,3510101.38
1576501500000.0,7103.4,7107.2,7103.4,7103.7,13760.0,137.6,977653.94
1576501200000.0,7105.9,7111.3,7104.8,7104.8,10908.0,109.08,775249.94
1576500900000.0,7101.6,7114.4,7101.6,7103.4,22612.0,226.12,1607490.78
1576500600000.0,7096.3,7102.0,7096.3,7100.0,23216.0,232.16,1648399.56
1576500300000.0,7082.2,7100.0,7082.2,7094.8,40016.0,400.16,2837658.16
1576500000000.0,7079.4,7083.4,7079.4,7083.4,20216.0,202.16,1431441.86
1576499700000.0,7080.6,7080.6,7078.9,7079.7,10104.0,101.04,715345.96
1576499400000.0,7081.9,7086.0,7079.7,7080.4,27080.0,270.8,1918123.59
1576499100000.0,7077.0,7084.6,7077.0,7084.6,17184.0,171.84,1216790.53
1576498800000.0,7079.4,7079.5,7073.7,7075.2,21696.0,216.96,1535416.35
1576498500000.0,7086.0,7086.0,7076.6,7079.5,14900.0,149.0,1054876.48
1576498200000.0,7093.2,7094.6,7086.4,7087.2,29448.0,294.48,2087672.91
1576497900000.0,7092.8,7099.5,7091.3,7092.5,19508.0,195.08,1383761.36
1576497600000.0,7088.4,7102.0,7088.3,7092.5,66684.0,666.84,4730216.84
1576497300000.0,7093.7,7093.7,7088.0,7088.0,19240.0,192.4,1364163.91
1576497000000.0,7075.3,7129.1,7075.3,7101.8,130076.0,1300.76,9232881.42
1576496700000.0,7076.4,7076.4,7071.1,7073.3,19460.0,194.6,1376521.62
1576496400000.0,7073.1,7077.1,7071.8,7075.9,37480.0,374.8,2651228.46
1576496100000.0,7070.0,7071.8,7069.9,7069.9,9240.0,92.4,653315.13
1576495800000.0,7070.6,7071.9,7069.4,7069.4,19044.0,190.44,1346428.36
1576495500000.0,7074.8,7074.8,7068.6,7068.6,14488.0,144.88,1024492.61
1576495200000.0,7065.6,7078.9,7065.6,7077.5,27476.0,274.76,1943895.25
1576494900000.0,7067.8,7067.8,7064.4,7064.4,11604.0,116.04,819910.58
1576494600000.0,7063.7,7067.7,7062.0,7067.7,10332.0,103.32,729947.14
1576494300000.0,7071.3,7071.3,7064.3,7064.3,16164.0,161.64,1142139.93
1576494000000.0,7063.0,7071.2,7063.0,7065.8,15196.0,151.96,1073976.16
1576493700000.0,7073.6,7073.6,7063.7,7063.7,10940.0,109.4,773349.32
1576493400000.0,7072.7,7073.1,7067.3,7067.3,16712.0,167.12,1181780.05
1576493100000.0,7068.8,7068.8,7065.3,7067.0,13680.0,136.8,966830.14
1576492800000.0,7072.3,7072.3,7069.7,7069.8,15316.0,153.16,1082917.63
1576492500000.0,7074.9,7075.1,7062.3,7062.3,17876.0,178.76,1264148.84
1576492200000.0,7081.4,7081.4,7069.8,7074.0,28540.0,285.4,2018926.8
1576491900000.0,7073.6,7080.0,7068.9,7080.0,17644.0,176.44,1248024.49
1576491600000.0,7062.7,7074.3,7062.5,7074.3,24916.0,249.16,1760570.84
1576491300000.0,7065.0,7065.0,7059.7,7061.3,13604.0,136.04,960694.65
1576491000000.0,7061.7,7070.5,7061.7,7066.9,19384.0,193.84,1369551.84
1576490700000.0,7063.2,7065.3,7063.2,7064.2,13112.0,131.12,926226.21
1576490400000.0,7061.8,7061.8,7059.1,7060.9,16912.0,169.12,1193961.61
1576490100000.0,7070.0,7070.0,7058.3,7059.8,14120.0,141.2,997207.78
1576489800000.0,7069.3,7071.2,7067.9,7070.7,23700.0,237.0,1675469.03
1576489500000.0,7071.9,7072.5,7069.8,7070.1,21572.0,215.72,1525495.25
1576489200000.0,7071.0,7072.3,7066.4,7072.3,18124.0,181.24,1281298.15
1576488900000.0,7069.0,7069.0,7065.7,7065.7,13432.0,134.32,949199.04
1576488600000.0,7069.5,7071.5,7065.1,7071.5,18704.0,187.04,1322009.55
1576488300000.0,7070.3,7073.1,7066.6,7073.1,23184.0,231.84,1638899.85
1576488000000.0,7062.5,7071.4,7062.5,7071.4,12940.0,129.4,914616.85
1576487700000.0,7056.0,7061.2,7055.9,7061.2,20548.0,205.48,1450230.23
1576487400000.0,7062.6,7062.6,7055.8,7056.0,39628.0,396.28,2796245.07
1576487100000.0,7060.3,7070.6,7057.3,7070.6,11748.0,117.48,829663.26
1576486800000.0,7063.6,7063.6,7056.6,7058.2,14996.0,149.96,1058769.47
1576486500000.0,7061.3,7065.0,7057.7,7064.8,23768.0,237.68,1678241.51
1576486200000.0,7068.8,7069.7,7066.4,7066.4,15356.0,153.56,1085445.31
1576485900000.0,7075.2,7075.2,7068.7,7070.7,16796.0,167.96,1187851.37
1576485600000.0,7071.1,7077.3,7071.1,7077.3,19592.0,195.92,1385821.73
1576485300000.0,7068.1,7076.1,7065.0,7076.1,26088.0,260.88,1844461.09
1576485000000.0,7069.3,7070.2,7069.2,7069.2,12600.0,126.0,890786.89
1576484700000.0,7066.4,7076.5,7066.4,7072.3,19648.0,196.48,1389360.48
1576484400000.0,7063.4,7064.2,7061.2,7062.0,21392.0,213.92,1510874.55
1576484100000.0,7060.4,7066.8,7060.4,7066.8,58216.0,582.16,4111961.23
1576483800000.0,7063.3,7063.3,7060.0,7061.4,23508.0,235.08,1660049.07
1576483500000.0,7060.0,7065.1,7060.0,7064.3,24932.0,249.32,1760892.0
1576483200000.0,7100.0,7100.0,7059.8,7069.2,25224.0,252.24,1783315.26
1576482900000.0,7079.6,7079.8,7052.7,7052.7,26328.0,263.28,1861052.57
1576482600000.0,7076.9,7078.2,7068.0,7078.2,16580.0,165.8,1173260.68
1576482300000.0,7069.4,7076.4,7065.9,7072.4,19644.0,196.44,1388931.69
1576482000000.0,7083.4,7084.5,7068.1,7073.4,27656.0,276.56,1956763.02
1576541700000.0,6895.2,6895.3,6892.1,6895.2,12812.0,128.12,883232.37
1576541400000.0,6898.5,6898.5,6895.3,6895.3,17536.0,175.36,1209252.21
1576541100000.0,6899.8,6904.2,6899.8,6901.3,45972.0,459.72,3173073.87
1576540800000.0,6892.9,6898.7,6891.4,6898.7,27880.0,278.8,1922098.82
1576540500000.0,6895.6,6895.6,6889.1,6889.1,46556.0,465.56,3209088.29
1576540200000.0,6895.3,6896.8,6895.3,6896.8,16944.0,169.44,1168491.08
1576539900000.0,6887.6,6892.9,6887.6,6892.0,55480.0,554.8,3823349.1
1576539600000.0,6886.0,6891.8,6886.0,6891.8,17568.0,175.68,1210287.16
1576539300000.0,6891.5,6891.7,6886.0,6888.0,15960.0,159.6,1099685.91
1576539000000.0,6892.9,6899.5,6889.4,6889.4,37772.0,377.72,2605877.23
1576538700000.0,6890.3,6892.4,6890.3,6892.4,8572.0,85.72,590698.42
1576538400000.0,6885.7,6891.0,6885.7,6891.0,13388.0,133.88,922378.82
1576538100000.0,6889.5,6892.0,6886.9,6886.9,14324.0,143.24,986983.27
1576537800000.0,6880.7,6886.6,6880.7,6886.6,12216.0,122.16,840734.78
1576537500000.0,6881.1,6881.5,6881.1,6881.2,14264.0,142.64,981551.69
1576537200000.0,6887.2,6890.6,6875.6,6875.6,48448.0,484.48,3333715.72
1576536900000.0,6891.4,6891.4,6890.7,6890.7,32848.0,328.48,2263499.97
1576536600000.0,6891.2,6894.2,6891.2,6894.2,12120.0,121.2,835370.02
1576536300000.0,6891.1,6891.5,6891.1,6891.1,9988.0,99.88,688304.82
1576536000000.0,6891.4,6891.4,6891.3,6891.3,9172.0,91.72,632077.61
1576535700000.0,6891.8,6891.8,6891.2,6891.2,8096.0,80.96,557932.73
1576535400000.0,6890.7,6890.9,6890.7,6890.9,9416.0,94.16,648843.38
1576535100000.0,6895.8,6895.8,6890.9,6892.0,12488.0,124.88,860757.38
1576534800000.0,6896.2,6899.0,6895.8,6898.7,14956.0,149.56,1031617.26
1576534500000.0,6896.3,6900.8,6893.8,6894.1,61380.0,613.8,4234458.24
1576534200000.0,6894.8,6894.8,6888.2,6894.1,21204.0,212.04,1461545.99
1576533900000.0,6889.5,6894.7,6889.5,6894.5,12768.0,127.68,880237.19
1576533600000.0,6884.9,6885.0,6881.1,6884.2,22428.0,224.28,1543829.6
1576533300000.0,6886.0,6886.0,6883.3,6885.2,4724.0,47.24,325209.41
1576533000000.0,6889.7,6892.0,6889.7,6891.1,28272.0,282.72,1948130.49
1576532700000.0,6897.6,6899.0,6886.7,6888.2,24248.0,242.48,1671454.88
1576532400000.0,6899.8,6902.6,6894.2,6894.2,22048.0,220.48,1521010.23
1576532100000.0,6888.0,6902.2,6888.0,6896.9,38228.0,382.28,2635564.2
1576531800000.0,6881.8,6884.8,6881.8,6884.8,14852.0,148.52,1022375.2
1576531500000.0,6887.6,6887.6,6879.4,6879.4,28140.0,281.4,1937763.32
1576531200000.0,6880.0,6887.6,6880.0,6887.6,44004.0,440.04,3028820.93
1576530900000.0,6879.9,6879.9,6876.3,6879.1,24308.0,243.08,1672111.04
1576530600000.0,6874.8,6879.9,6871.3,6879.9,12400.0,124.0,852285.41
1576530300000.0,6866.8,6874.7,6866.8,6873.0,14324.0,143.24,984426.93
1576530000000.0,6865.7,6875.9,6865.7,6867.4,31652.0,316.52,2174772.15
1576529700000.0,6843.0,6865.6,6843.0,6865.6,130592.0,1305.92,8953094.13
1576529400000.0,6865.1,6870.0,6843.4,6843.4,76520.0,765.2,5249474.2
1576529100000.0,6877.9,6884.1,6867.4,6867.5,107996.0,1079.96,7428126.81
1576528800000.0,6875.0,6884.2,6872.1,6881.7,49188.0,491.88,3384248.97
1576528500000.0,6893.9,6893.9,6869.3,6882.7,18144.0,181.44,1249509.51
1576528200000.0,6897.0,6903.4,6897.0,6901.4,15336.0,153.36,1058412.2
1576527900000.0,6913.8,6913.8,6881.2,6905.0,18076.0,180.76,1247544.23
1576527600000.0,6914.6,6914.6,6913.5,6913.5,8404.0,84.04,581052.44
1576527300000.0,6906.9,6914.4,6906.9,6911.2,27368.0,273.68,1891841.76
1576527000000.0,6913.4,6913.4,6907.3,6907.8,19904.0,199.04,1375205.63
1576526700000.0,6916.4,6916.4,6912.3,6912.3,19256.0,192.56,1331461.07
1576526400000.0,6903.6,6916.8,6903.6,6913.1,39140.0,391.4,2705415.23
1576526100000.0,6911.0,6911.1,6905.0,6907.9,19772.0,197.72,1366017.23
1576525800000.0,6901.4,6911.8,6887.9,6911.8,39032.0,390.32,2691752.76
1576525500000.0,6902.2,6906.2,6901.7,6901.7,7180.0,71.8,495678.5
1576525200000.0,6900.3,6907.8,6897.8,6902.2,16600.0,166.0,1145861.82
1576524900000.0,6909.0,6909.0,6897.0,6897.5,15644.0,156.44,1079957.79
1576524600000.0,6907.3,6914.1,6907.3,6908.9,13828.0,138.28,955555.63
1576524300000.0,6905.6,6908.9,6904.2,6904.2,18200.0,182.0,1256918.63
1576524000000.0,6904.2,6913.4,6902.5,6902.5,22044.0,220.44,1522792.38
1576523700000.0,6907.3,6915.0,6902.6,6902.6,24924.0,249.24,1722639.87
1576523400000.0,6905.4,6907.2,6881.2,6906.6,39056.0,390.56,2694302.24
1576523100000.0,6915.8,6919.3,6908.7,6908.7,37004.0,370.04,2557266.49
1576522800000.0,6915.7,6916.2,6905.4,6912.3,21700.0,217.0,1499736.02
1576522500000.0,6901.9,6919.3,6896.6,6915.7,16692.0,166.92,1152876.55
1576522200000.0,6919.2,6925.8,6901.9,6911.7,67328.0,673.28,4657709.88
1576521900000.0,6906.1,6935.1,6906.1,6916.7,60712.0,607.12,4207089.47
1576521600000.0,6926.2,6933.5,6903.8,6908.1,24336.0,243.36,1682515.39
1576521300000.0,6919.1,6927.3,6825.7,6922.7,549380.0,5493.8,37753451.27
1576521000000.0,7050.1,7050.1,6881.0,6924.7,1947348.0,19473.48,135535038.22
1576520700000.0,7101.6,7101.6,7040.5,7052.7,167944.0,1679.44,11860330.49
1576520400000.0,7103.4,7105.2,7102.1,7104.8,24460.0,244.6,1737534.43
1576520100000.0,7103.7,7107.2,7101.6,7104.2,23716.0,237.16,1684673.07
1576519800000.0,7110.1,7110.8,7101.8,7101.8,21332.0,213.32,1516261.52
1576519500000.0,7110.2,7110.7,7107.8,7107.8,21284.0,212.84,1513200.03
1576519200000.0,7106.7,7110.6,7105.5,7110.6,17460.0,174.6,1240956.96
1576518900000.0,7100.2,7106.1,7100.2,7106.1,15032.0,150.32,1067932.14
